title,address,access,age,floor,fee,management_fee,deposit,gratuity,floor_plan,area
京王線 調布駅 3階建 新築,東京都調布市深大寺北町７,"
京王線/調布駅 バス18分 (バス停)神代植物公園前 歩2分
ＪＲ総武線/吉祥寺駅 バス33分 (バス停)神代植物公園前 歩1分
ＪＲ中央線/三鷹駅 バス22分 (バス停)神代植物公園前 歩1分
","
新築
3階建
","
											2階",12.6万円,5000円,-,-,2LDK,50.47m2
京王線 調布駅 3階建 新築,東京都調布市深大寺北町７,"
京王線/調布駅 バス18分 (バス停)神代植物公園前 歩2分
ＪＲ総武線/吉祥寺駅 バス33分 (バス停)神代植物公園前 歩1分
ＪＲ中央線/三鷹駅 バス22分 (バス停)神代植物公園前 歩1分
","
新築
3階建
","
											3階",12.7万円,5000円,-,12.7万円,2LDK,50.2m2
京王線 調布駅 3階建 新築,東京都調布市深大寺北町７,"
京王線/調布駅 バス18分 (バス停)神代植物公園前 歩2分
ＪＲ総武線/吉祥寺駅 バス33分 (バス停)神代植物公園前 歩1分
ＪＲ中央線/三鷹駅 バス22分 (バス停)神代植物公園前 歩1分
","
新築
3階建
","
											3階",12.8万円,5000円,-,-,2LDK,50.47m2
京王線 調布駅 3階建 新築,東京都調布市深大寺北町７,"
京王線/調布駅 バス18分 (バス停)神代植物公園前 歩2分
ＪＲ総武線/吉祥寺駅 バス33分 (バス停)神代植物公園前 歩1分
ＪＲ中央線/三鷹駅 バス22分 (バス停)神代植物公園前 歩1分
","
新築
3階建
","
											2階",12.9万円,5000円,-,-,2LDK,52.77m2
京王線 調布駅 3階建 新築,東京都調布市深大寺北町７,"
京王線/調布駅 バス18分 (バス停)神代植物公園前 歩2分
ＪＲ総武線/吉祥寺駅 バス33分 (バス停)神代植物公園前 歩1分
ＪＲ中央線/三鷹駅 バス22分 (バス停)神代植物公園前 歩1分
","
新築
3階建
","
											3階",12.9万円,5000円,-,12.9万円,2LDK,50.2m2
オーヴェスト深大寺,東京都調布市深大寺北町７,"
京王線/調布駅 バス18分 (バス停)神代植物公園前 歩2分
ＪＲ総武線/吉祥寺駅 バス33分 (バス停)神代植物公園前 歩1分
京王線/西調布駅 歩32分
","
新築
3階建
","
											1階",12.5万円,5000円,-,12.5万円,2LDK,50.2m2
オーヴェスト深大寺,東京都調布市深大寺北町７,"
京王線/調布駅 バス18分 (バス停)神代植物公園前 歩2分
ＪＲ総武線/吉祥寺駅 バス33分 (バス停)神代植物公園前 歩1分
京王線/西調布駅 歩32分
","
新築
3階建
","
											3階",12.7万円,5000円,-,-,2LDK,50.2m2
オーヴェスト深大寺,東京都調布市深大寺北町７,"
京王線/調布駅 バス18分 (バス停)神代植物公園前 歩2分
ＪＲ総武線/吉祥寺駅 バス33分 (バス停)神代植物公園前 歩1分
京王線/西調布駅 歩32分
","
新築
3階建
","
											3階",12.7万円,5000円,-,-,2LDK,50.2m2
オーヴェスト深大寺,東京都調布市深大寺北町７,"
京王線/調布駅 バス18分 (バス停)神代植物公園前 歩2分
ＪＲ総武線/吉祥寺駅 バス33分 (バス停)神代植物公園前 歩1分
京王線/西調布駅 歩32分
","
新築
3階建
","
											2階",12.9万円,5000円,-,-,2LDK,50.47m2
オーヴェスト深大寺,東京都調布市深大寺北町７,"
京王線/調布駅 バス18分 (バス停)神代植物公園前 歩2分
ＪＲ総武線/吉祥寺駅 バス33分 (バス停)神代植物公園前 歩1分
京王線/西調布駅 歩32分
","
新築
3階建
","
											3階",12.9万円,5000円,-,12.9万円,2LDK,50.2m2
武蔵屋ビル,東京都調布市国領町１,"
京王線/調布駅 歩10分
京王線/布田駅 歩3分
京王線/国領駅 歩5分
","
築41年
5階建
","
											5階",12.5万円,5000円,12.5万円,12.5万円,2DK,43.97m2
ふじみハイツ,東京都調布市多摩川３,"
京王相模原線/京王多摩川駅 歩7分
京王線/西調布駅 歩19分
京王線/調布駅 歩23分
","
築39年
2階建
","
											1階",5.4万円,1000円,5.4万円,5.4万円,1K,24.84m2
タウンハウス菊野台,東京都調布市菊野台３,"
京王線/柴崎駅 歩4分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩16分
","
築34年
2階建
","
											1階",5万円,2000円,5万円,-,1K,22.72m2
タウンハウス菊野台,東京都調布市菊野台３,"
京王線/柴崎駅 歩4分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩16分
","
築34年
2階建
","
											1階",5万円,2000円,5万円,-,1K,22.72m2
京王線 調布駅 2階建 築21年,東京都調布市富士見町２,"
京王線/調布駅 歩12分
京王線/西調布駅 歩12分
京王線/布田駅 歩19分
","
築21年
2階建
","
											1階",5.5万円,2000円,5.5万円,5.5万円,1K,20.46m2
京王線 調布駅 2階建 築21年,東京都調布市富士見町２,"
京王線/調布駅 歩12分
京王線/西調布駅 歩12分
京王線/布田駅 歩19分
","
築21年
2階建
","
											2階",5.8万円,2000円,5.8万円,5.8万円,1K,20.46m2
京王線 つつじヶ丘駅 3階建 築7年,東京都調布市菊野台１,"
京王線/つつじヶ丘駅 歩11分
京王線/柴崎駅 歩5分
京王線/国領駅 歩15分
","
築7年
3階建
","
											1階",6.5万円,3000円,-,-,ワンルーム,18.45m2
レオパレスカームＹＯＳＨＩＤＡ,東京都調布市深大寺東町４,"
京王線/調布駅 バス18分 (バス停)深大寺市営住宅 歩3分
ＪＲ中央線/三鷹駅 バス25分 (バス停)深大寺市営住宅 歩3分

","
築17年
2階建
","
											2階",6.2万円,5000円,-,6.2万円,1K,19.87m2
京王線 柴崎駅 2階建 築30年,東京都調布市菊野台２,"
京王線/柴崎駅 歩3分
京王線/国領駅 歩13分
京王線/つつじヶ丘駅 歩15分
","
築30年
2階建
","
											2階",4.5万円,-,-,-,1K,15.79m2
京王相模原線 調布駅 3階建 築31年,東京都調布市小島町３,"
京王相模原線/調布駅 歩10分
京王相模原線/京王多摩川駅 歩6分
京王線/布田駅 歩19分
","
築31年
3階建
","
											3階",6.5万円,3000円,-,-,1K,18.76m2
京王相模原線 調布駅 3階建 築31年,東京都調布市小島町３,"
京王相模原線/調布駅 歩10分
京王相模原線/京王多摩川駅 歩6分
京王線/布田駅 歩19分
","
築31年
3階建
","
											3階",6.5万円,3000円,-,-,1K,18.76m2
センチュリーガーデン,東京都調布市若葉町２,"
京王線/仙川駅 歩13分
京王線/つつじヶ丘駅 歩22分
京王線/千歳烏山駅 歩29分
","
築23年
2階建
","
											1階",7.3万円,2000円,7.3万円,7.3万円,1K,27.08m2
調布市緑ケ丘2丁目,東京都調布市緑ケ丘２,"
京王線/仙川駅 歩12分
京王線/千歳烏山駅 歩20分
京王井の頭線/三鷹台駅 バス26分 (バス停)宅添橋（バス） 歩8分
","
築12年
2階建
","
											1階",35万円,-,70万円,35万円,3LDK,77.83m2
調布南コーポラス,東京都調布市小島町２,"
京王線/調布駅 歩5分
京王相模原線/京王多摩川駅 歩12分
京王線/西調布駅 歩22分
","
築53年
9階建
","
											4階",8万円,4000円,16万円,8万円,1DK,39.6m2
調布南コーポラス,東京都調布市小島町２,"
京王線/調布駅 歩5分
京王相模原線/京王多摩川駅 歩12分
京王線/西調布駅 歩22分
","
築53年
9階建
","
											6階",12万円,-,12万円,12万円,1LDK,42.3m2
京王線 柴崎駅 2階建 築44年,東京都調布市柴崎２,"
京王線/柴崎駅 歩13分
京王線/つつじヶ丘駅 歩13分
京王線/国領駅 歩21分
","
築44年
2階建
","
											1-2階",20万円,-,20万円,20万円,4LDK,82.5m2
モンレーヴ永川,東京都調布市国領町２,"
京王線/国領駅 歩5分
京王線/調布駅 歩18分
京王線/柴崎駅 歩13分
","
築34年
4階建
","
											1階",4万円,2000円,4万円,-,1K,17m2
京王線 調布駅 5階建 築28年,東京都調布市布田１,"
京王線/調布駅 歩3分
京王線/布田駅 歩9分
京王線/国領駅 歩16分
","
築28年
5階建
","
											3階",7万円,-,7万円,7万円,ワンルーム,22.28m2
メインビル調布,東京都調布市布田１,"
京王線/調布駅 歩2分
京王線/布田駅 歩10分
京王相模原線/京王多摩川駅 歩21分
","
築28年
5階建
","
											3階",7万円,-,7万円,7万円,ワンルーム,21.98m2
京王線 仙川駅 3階建 築27年,東京都調布市入間町１,"
京王線/仙川駅 歩15分
小田急線/成城学園前駅 バス4分 (バス停)南入間町 歩1分
小田急線/狛江駅 バス11分 (バス停)若葉町三丁目 歩7分
","
築27年
3階建
","
											2階",8.5万円,5000円,8.5万円,8.5万円,1DK,39.33m2
京王線 調布駅 3階建 築46年,東京都調布市調布ケ丘２,"
京王線/調布駅 歩7分
京王線/布田駅 歩10分
京王線/国領駅 歩15分
","
築46年
3階建
","
											2階",7万円,5000円,7万円,7万円,1K,32.61m2
京王線 調布駅 3階建 築46年,東京都調布市調布ケ丘２,"
京王線/調布駅 歩7分
京王線/布田駅 歩10分
京王線/国領駅 歩15分
","
築46年
3階建
","
											2階",7万円,5000円,7万円,7万円,ワンルーム,32.16m2
京王線 調布駅 3階建 築46年,東京都調布市調布ケ丘２,"
京王線/調布駅 歩7分
京王線/布田駅 歩10分
京王線/国領駅 歩15分
","
築46年
3階建
","
											2階",7万円,5000円,7万円,7万円,1K,32m2
いづみハイム,東京都調布市佐須町３,"
京王線/国領駅 歩10分
京王線/布田駅 歩10分
京王線/調布駅 歩17分
","
築52年
2階建
","
											2階",5.3万円,-,5.3万円,-,2DK,32m2
ドミール・イースト,東京都調布市深大寺東町７,"
京王線/つつじヶ丘駅 歩37分


","
築35年
2階建
","
											2階",7.7万円,3000円,7.7万円,-,3DK,50.08m2
ハイムＭアンドＳ柴崎,東京都調布市菊野台１,"
京王線/柴崎駅 歩2分
京王線/つつじヶ丘駅 歩12分
京王線/国領駅 歩16分
","
築26年
4階建
","
											1階",6.4万円,6000円,-,-,ワンルーム,27.53m2
池田ハイツ,東京都調布市布田２,"
京王線/調布駅 歩4分
京王線/布田駅 歩5分
京王線/国領駅 歩19分
","
築33年
2階建
","
											2階",4.4万円,3000円,4.4万円,-,1K,14.87m2
コーポラスジュン,東京都調布市富士見町３,"
京王線/西調布駅 歩13分
京王線/飛田給駅 歩21分
京王線/調布駅 歩24分
","
築46年
2階建
","
											1階",6.6万円,2000円,6.6万円,-,2DK,35.5m2
栄コーポ,東京都調布市小島町３,"
京王相模原線/京王多摩川駅 歩8分
京王線/調布駅 歩10分
京王線/布田駅 歩17分
","
築33年
2階建
","
											2階",5.4万円,-,5.4万円,-,1K,18m2
アーレス１,東京都調布市布田５,"
京王線/調布駅 歩8分
京王線/布田駅 歩12分
京王相模原線/京王多摩川駅 歩12分
","
築36年
2階建
","
											1階",5.2万円,1000円,-,-,1K,17.32m2
アーレス１,東京都調布市布田５,"
京王線/調布駅 歩8分
京王線/布田駅 歩12分
京王相模原線/京王多摩川駅 歩12分
","
築36年
2階建
","
											1階",5.2万円,1000円,-,-,1K,17.32m2
アーレス１,東京都調布市布田５,"
京王線/調布駅 歩8分
京王線/布田駅 歩12分
京王相模原線/京王多摩川駅 歩12分
","
築36年
2階建
","
											1階",5.2万円,1000円,-,-,1K,17.32m2
アシスト仙川,東京都調布市緑ケ丘２,"
京王線/仙川駅 歩12分
京王線/つつじヶ丘駅 歩22分
京王線/千歳烏山駅 歩27分
","
築27年
3階建
","
											1階",6.7万円,3000円,-,6.7万円,1K,26m2
シャンブルC,東京都調布市西つつじケ丘１,"
京王線/つつじヶ丘駅 歩10分
京王線/柴崎駅 歩10分
京王線/国領駅 歩20分
","
築31年
2階建
","
											1階",5.8万円,-,5.8万円,5.8万円,1K,25m2
シャンブルC,東京都調布市西つつじケ丘１,"
京王線/つつじヶ丘駅 歩10分
京王線/柴崎駅 歩10分
京王線/国領駅 歩20分
","
築31年
2階建
","
											1階",6万円,-,6万円,-,1K,23.18m2
ハビタス調布,東京都調布市布田４,"
京王線/調布駅 歩5分
京王線/布田駅 歩10分
京王相模原線/京王多摩川駅 歩15分
","
築29年
2階建
","
											1階",4.9万円,2500円,-,-,ワンルーム,18.63m2
若葉町2丁目タウンハウス,東京都調布市若葉町２,"
京王線/仙川駅 歩15分
京王線/つつじヶ丘駅 バス10分 (バス停)狛江ハイタウン折返場 歩18分
京王線/千歳烏山駅 バス8分 (バス停)上祖師谷四丁目 歩9分
","
築4年
2階建
","
											1階",7.5万円,4000円,7.5万円,7.5万円,1K,20.98m2
ドミールつつじヶ丘Ｂ,東京都調布市西つつじケ丘３,"
京王線/つつじヶ丘駅 歩2分
京王線/仙川駅 歩14分
京王線/柴崎駅 歩14分
","
築31年
8階建
","
											7階",5.2万円,5000円,-,2万円,1K,16.2m2
柴田ビル,東京都調布市上石原１,"
京王線/西調布駅 歩3分
京王線/飛田給駅 歩10分
京王線/調布駅 歩20分
","
築33年
3階建
","
											3階",5.1万円,1000円,5.1万円,5.1万円,1K,22m2
柴田ビル,東京都調布市上石原１,"
京王線/西調布駅 歩3分
京王線/飛田給駅 歩10分
京王線/調布駅 歩20分
","
築33年
3階建
","
											3階",5.1万円,1000円,5.1万円,5.1万円,1K,22m2
ライオンズマンション調布台,東京都調布市下石原３,"
京王相模原線/京王多摩川駅 歩9分
京王線/調布駅 歩13分
京王線/西調布駅 歩15分
","
築39年
5階建
","
											3階",14万円,10000円,28万円,-,1LDK,61.2m2
ライオンズマンション調布台,東京都調布市下石原３,"
京王相模原線/京王多摩川駅 歩9分
京王線/調布駅 歩13分
京王線/西調布駅 歩15分
","
築39年
5階建
","
											3階",14万円,10000円,28万円,-,1LDK,61.2m2
ライオンズマンション調布台,東京都調布市下石原３,"
京王相模原線/京王多摩川駅 歩9分
京王線/調布駅 歩13分
京王線/西調布駅 歩15分
","
築39年
5階建
","
											3階",14万円,10000円,28万円,-,1LDK,61.2m2
トミーハイツ,東京都調布市西つつじケ丘１,"
京王線/柴崎駅 歩8分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩20分
","
築39年
4階建
","
											1階",5万円,4000円,5万円,-,1K,22.73m2
トミーハイツ,東京都調布市西つつじケ丘１,"
京王線/柴崎駅 歩8分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩20分
","
築39年
4階建
","
											1階",6.2万円,4000円,6.2万円,-,1K,26.01m2
ミランダ深大寺,東京都調布市深大寺北町５,"
ＪＲ中央線/三鷹駅 バス26分 (バス停)調布北高校前 歩5分
京王線/調布駅 バス28分 (バス停)調布北高校前 歩5分

","
築5年
2階建
","
											2階",8.4万円,5000円,-,8.4万円,ワンルーム,27.53m2
レスポワール,東京都調布市国領町１,"
京王線/国領駅 歩3分
京王線/布田駅 歩7分
京王線/調布駅 歩15分
","
築37年
3階建
","
											3階",5.9万円,1000円,5.9万円,-,1K,21.73m2
京王線 国領駅 2階建 築31年,東京都調布市国領町７,"
京王線/国領駅 歩11分
京王線/布田駅 歩28分
京王線/調布駅 歩29分
","
築31年
2階建
","
											1階",5.5万円,3000円,-,-,1K,22.18m2
京王線 国領駅 2階建 築31年,東京都調布市国領町７,"
京王線/国領駅 歩11分
京王線/布田駅 歩28分
京王線/調布駅 歩29分
","
築31年
2階建
","
											2階",5.7万円,3000円,-,-,1K,22.18m2
京王線 国領駅 2階建 築31年,東京都調布市国領町７,"
京王線/国領駅 歩11分
京王線/布田駅 歩28分
京王線/調布駅 歩29分
","
築31年
2階建
","
											2階",5.7万円,3000円,-,-,1K,22.18m2
スチューデンテン仙川,東京都調布市仙川町１,"
京王線/仙川駅 歩4分


","
築31年
4階建
","
											1階",5.75万円,6000円,5.75万円,5.75万円,ワンルーム,15.58m2
スチューデンテン仙川,東京都調布市仙川町１,"
京王線/仙川駅 歩4分


","
築31年
4階建
","
											1階",5.8万円,6000円,5.8万円,5.8万円,ワンルーム,16.57m2
スチューデンテン仙川,東京都調布市仙川町１,"
京王線/仙川駅 歩4分


","
築31年
4階建
","
											1階",5.8万円,6000円,5.8万円,5.8万円,ワンルーム,16.19m2
スチューデンテン仙川,東京都調布市仙川町１,"
京王線/仙川駅 歩4分


","
築31年
4階建
","
											3階",5.9万円,6000円,5.9万円,5.9万円,ワンルーム,15.31m2
スチューデンテン仙川,東京都調布市仙川町１,"
京王線/仙川駅 歩4分


","
築31年
4階建
","
											2階",5.9万円,6000円,5.9万円,5.9万円,ワンルーム,15.31m2
スチューデンテン仙川,東京都調布市仙川町１,"
京王線/仙川駅 歩4分


","
築31年
4階建
","
											2階",5.9万円,6000円,5.9万円,5.9万円,ワンルーム,15.11m2
スチューデンテン仙川,東京都調布市仙川町１,"
京王線/仙川駅 歩4分


","
築31年
4階建
","
											3階",5.9万円,6000円,5.9万円,5.9万円,ワンルーム,15.11m2
スチューデンテン仙川,東京都調布市仙川町１,"
京王線/仙川駅 歩4分


","
築31年
4階建
","
											3階",5.95万円,6000円,5.95万円,5.95万円,ワンルーム,16.04m2
スチューデンテン仙川,東京都調布市仙川町１,"
京王線/仙川駅 歩4分


","
築31年
4階建
","
											4階",5.95万円,6000円,5.95万円,5.95万円,ワンルーム,15.36m2
アネックス国領,東京都調布市国領町２,"
京王線/国領駅 歩1分
京王線/布田駅 歩10分
京王線/調布駅 歩19分
","
築36年
地下1地上7階建
","
											3階",4.5万円,6000円,4.5万円,-,1K,20m2
アネックス国領,東京都調布市国領町２,"
京王線/国領駅 歩1分
京王線/布田駅 歩10分
京王線/調布駅 歩19分
","
築36年
地下1地上7階建
","
											3階",4.8万円,6000円,4.8万円,4.8万円,1K,20m2
アネックス国領,東京都調布市国領町２,"
京王線/国領駅 歩1分
京王線/布田駅 歩10分
京王線/調布駅 歩19分
","
築36年
地下1地上7階建
","
											5階",5万円,6000円,5万円,5万円,1K,20m2
アネックス国領,東京都調布市国領町２,"
京王線/国領駅 歩1分
京王線/布田駅 歩10分
京王線/調布駅 歩19分
","
築36年
地下1地上7階建
","
											6階",5万円,6000円,5万円,5万円,1K,20m2
アネックス国領,東京都調布市国領町２,"
京王線/国領駅 歩1分
京王線/布田駅 歩10分
京王線/調布駅 歩19分
","
築36年
地下1地上7階建
","
											5階",5万円,6000円,5万円,5万円,1K,20m2
アネックス国領,東京都調布市国領町２,"
京王線/国領駅 歩1分
京王線/布田駅 歩10分
京王線/調布駅 歩19分
","
築36年
地下1地上7階建
","
											6階",5.1万円,6000円,5.1万円,5.1万円,1K,18m2
京王線 調布駅 地下1地上4階建 築29年,東京都調布市布田４,"
京王線/調布駅 歩2分
京王線/布田駅 歩10分
京王線/国領駅 歩17分
","
築29年
地下1地上4階建
","
											2階",6.8万円,2000円,6.8万円,-,ワンルーム,18.56m2
京王線 調布駅 地下1地上4階建 築29年,東京都調布市布田４,"
京王線/調布駅 歩2分
京王線/布田駅 歩10分
京王線/国領駅 歩17分
","
築29年
地下1地上4階建
","
											2階",6.8万円,2000円,6.8万円,-,1K,20m2
京王線 調布駅 地下1地上4階建 築29年,東京都調布市布田４,"
京王線/調布駅 歩2分
京王線/布田駅 歩10分
京王線/国領駅 歩17分
","
築29年
地下1地上4階建
","
											2階",6.8万円,2000円,6.8万円,-,1K,18.56m2
京王線 調布駅 地下1地上4階建 築29年,東京都調布市布田４,"
京王線/調布駅 歩2分
京王線/布田駅 歩10分
京王線/国領駅 歩17分
","
築29年
地下1地上4階建
","
											2階",6.8万円,2000円,6.8万円,-,1K,18.56m2
EAGLE ODIII ONDA,東京都調布市上石原２,"
京王線/西調布駅 歩2分
京王線/飛田給駅 歩10分
京王相模原線/調布駅 歩20分
","
築32年
4階建
","
											2階",5.2万円,3000円,5.2万円,5.2万円,1K,20m2
ハイムＭ＆Ｓ成城北,東京都調布市入間町１,"
京王線/仙川駅 歩14分
京王線/つつじヶ丘駅 歩19分
小田急線/成城学園前駅 歩21分
","
築26年
4階建
","
											2階",8.5万円,5000円,8.5万円,8.5万円,1DK,39.33m2
京王線 つつじヶ丘駅 3階建 築11年,東京都調布市深大寺東町３,"
京王線/つつじヶ丘駅 歩19分
京王線/柴崎駅 歩19分
京王線/調布駅 バス11分 (バス停)上の原小学校 歩2分
","
築11年
3階建
","
											1階",10.5万円,5000円,-,10.5万円,1LDK,44.24m2
京王線 調布駅 2階建 築22年,東京都調布市調布ケ丘３,"
京王線/調布駅 歩13分
京王線/布田駅 歩19分

","
築22年
2階建
","
											2階",6.6万円,2800円,-,-,1K,28.76m2
レイヤ調布,東京都調布市菊野台１,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩12分
京王線/国領駅 歩17分
","
築36年
3階建
","
											1階",4万円,2000円,-,-,ワンルーム,18m2
レイヤ調布,東京都調布市菊野台１,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩12分
京王線/国領駅 歩17分
","
築36年
3階建
","
											1階",4.2万円,2000円,-,-,ワンルーム,18m2
レイヤ調布,東京都調布市菊野台１,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩12分
京王線/国領駅 歩17分
","
築36年
3階建
","
											1階",4.3万円,2000円,-,-,ワンルーム,18m2
レイヤ調布,東京都調布市菊野台１,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩12分
京王線/国領駅 歩17分
","
築36年
3階建
","
											2階",5万円,-,-,-,1K,22m2
レイヤ調布,東京都調布市菊野台１,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩12分
京王線/国領駅 歩17分
","
築36年
3階建
","
											1階",4.8万円,2000円,-,-,1K,22m2
レイヤ調布,東京都調布市菊野台１,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩12分
京王線/国領駅 歩17分
","
築36年
3階建
","
											2階",5万円,2000円,-,-,1K,22m2
レイヤ調布,東京都調布市菊野台１,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩12分
京王線/国領駅 歩17分
","
築36年
3階建
","
											2階",5.2万円,2000円,-,-,1K,22m2
ＧＳハイツ,東京都調布市西つつじケ丘４,"
京王線/つつじヶ丘駅 歩4分
京王線/柴崎駅 歩11分
京王線/調布駅 バス19分 (バス停)西つつじヶ丘４丁目 歩2分
","
築39年
2階建
","
											1階",5.4万円,1000円,5.4万円,2.7万円,1K,22.35m2
ＧＳハイツ,東京都調布市西つつじケ丘４,"
京王線/つつじヶ丘駅 歩4分
京王線/柴崎駅 歩11分
京王線/調布駅 バス19分 (バス停)西つつじヶ丘４丁目 歩2分
","
築39年
2階建
","
											2階",5.5万円,1000円,5.5万円,2.75万円,1K,22.35m2
京王線 つつじヶ丘駅 2階建 築31年,東京都調布市西つつじケ丘１,"
京王線/つつじヶ丘駅 歩10分
京王線/柴崎駅 歩10分
京王線/仙川駅 歩22分
","
築31年
2階建
","
											1階",5.8万円,-,5.8万円,-,1K,23.18m2
京王線 つつじヶ丘駅 2階建 築31年,東京都調布市西つつじケ丘１,"
京王線/つつじヶ丘駅 歩10分
京王線/柴崎駅 歩10分
京王線/仙川駅 歩22分
","
築31年
2階建
","
											1階",6万円,-,6万円,6万円,1K,23.18m2
京王線 国領駅 2階建 築65年,東京都調布市国領町３,"
京王線/国領駅 歩6分
京王線/柴崎駅 歩9分
京王線/布田駅 歩15分
","
築65年
2階建
","
											1-2階",18万円,-,18万円,18万円,3LDK,92.11m2
京王線 国領駅 2階建 築65年,東京都調布市国領町３,"
京王線/国領駅 歩6分
京王線/柴崎駅 歩9分
京王線/布田駅 歩15分
","
築65年
2階建
","
											1-2階",18万円,-,18万円,18万円,3LDK,92.11m2
京王線 国領駅 2階建 築65年,東京都調布市国領町３,"
京王線/国領駅 歩6分
京王線/柴崎駅 歩9分
京王線/布田駅 歩15分
","
築65年
2階建
","
											2階",18万円,-,18万円,18万円,3LDK,92.11m2
Lien・Deux,東京都調布市調布ケ丘４,"
京王線/調布駅 歩15分
京王線/西調布駅 歩23分
京王線/布田駅 歩26分
","
築6年
2階建
","
											2階",8.4万円,-,8.4万円,8.4万円,1K,35.6m2
京王線 国領駅 3階建 築36年,東京都調布市国領町７,"
京王線/国領駅 歩11分
京王線/柴崎駅 歩19分
京王線/布田駅 歩20分
","
築36年
3階建
","
											2階",5.2万円,3000円,5.2万円,-,1DK,23.07m2
メゾン・ド・セジュール,東京都調布市東つつじケ丘１,"
京王線/仙川駅 歩8分
京王線/つつじヶ丘駅 歩6分
京王線/柴崎駅 歩19分
","
築35年
2階建
","
											1階",4.8万円,3000円,4.8万円,-,1K,20.03m2
メゾン・ド・セジュール,東京都調布市東つつじケ丘１,"
京王線/仙川駅 歩8分
京王線/つつじヶ丘駅 歩6分
京王線/柴崎駅 歩19分
","
築35年
2階建
","
											2階",5万円,3000円,5万円,-,1K,20.03m2
第二グランドゥール,東京都調布市下石原２,"
京王線/調布駅 歩9分
京王線/西調布駅 歩13分
京王相模原線/京王多摩川駅 歩16分
","
築25年
2階建
","
											2階",5万円,3000円,-,-,ワンルーム,19.8m2
京王線 国領駅 5階建 築57年,東京都調布市染地３,"
京王線/国領駅 歩15分
京王線/調布駅 歩25分
小田急線/狛江駅 歩26分
","
築57年
5階建
","
											5階",7万円,-,7万円,7万円,3DK,41.7m2
ファミールつつじヶ丘,東京都調布市西つつじケ丘３,"
京王線/つつじヶ丘駅 歩2分
京王線/柴崎駅 歩12分
京王線/仙川駅 歩16分
","
築47年
5階建
","
											4階",7.5万円,-,7.5万円,-,ワンルーム,26.44m2
ファミールつつじヶ丘,東京都調布市西つつじケ丘３,"
京王線/つつじヶ丘駅 歩2分
京王線/柴崎駅 歩12分
京王線/仙川駅 歩16分
","
築47年
5階建
","
											3階",9万円,-,9万円,-,1DK,29.49m2
アゼリアヒルズ,東京都調布市東つつじケ丘１,"
京王線/つつじヶ丘駅 歩2分
京王線/仙川駅 歩14分
京王線/柴崎駅 歩15分
","
築31年
5階建
","
											3階",5.2万円,-,5.2万円,-,ワンルーム,16.4m2
アゼリアヒルズ,東京都調布市東つつじケ丘１,"
京王線/つつじヶ丘駅 歩2分
京王線/仙川駅 歩14分
京王線/柴崎駅 歩15分
","
築31年
5階建
","
											5階",7.8万円,-,7.8万円,-,ワンルーム,26m2
第二長栄荘,東京都調布市多摩川５,"
京王相模原線/京王多摩川駅 歩3分
京王線/調布駅 歩15分
ＪＲ南武線/矢野口駅 歩24分
","
築53年
2階建
","
											2階",5万円,-,-,-,2K,26m2
第二長栄荘,東京都調布市多摩川５,"
京王相模原線/京王多摩川駅 歩3分
京王線/調布駅 歩15分
ＪＲ南武線/矢野口駅 歩24分
","
築53年
2階建
","
											2階",5.5万円,-,-,-,2K,26m2
マルコフォート,東京都調布市菊野台３,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩15分
","
築37年
地下1地上3階建
","
											2階",5.3万円,2000円,5.3万円,-,1K,19.44m2
マルコフォート,東京都調布市菊野台３,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩15分
","
築37年
地下1地上3階建
","
											3階",5.3万円,2000円,5.3万円,-,1K,19.44m2
マルコフォート,東京都調布市菊野台３,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩15分
","
築37年
地下1地上3階建
","
											2階",5.3万円,2000円,5.3万円,-,1K,19.44m2
マルコフォート,東京都調布市菊野台３,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩15分
","
築37年
地下1地上3階建
","
											2階",5.5万円,2000円,5.5万円,-,1K,19.44m2
マルコフォート,東京都調布市菊野台３,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩15分
","
築37年
地下1地上3階建
","
											3階",5.5万円,2000円,5.5万円,-,1K,19.44m2
マルコフォート,東京都調布市菊野台３,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩15分
","
築37年
地下1地上3階建
","
											2階",5.6万円,2000円,5.6万円,-,1K,19.44m2
